SPELL NAME,SPELL BASICS,SPELL LEVEL,SCHOOL,RITUAL,CONCENTRATION,COMPONENTS,RANGE,CAST TIME,DURATION,DESCRIPTION,DAMAGE INFO,DAMAGE SPELL ,MELEE SPELL ATTACK,RANGED SPELL ATTACK,ACID,COLD,BLUDGEONING,FIRE,FORCE,LIGHTNING,NECROTIC,PIERCING,POISON,RADIANT,SLASHING,THUNDER,SPELL CATEGORY,AOE,BANISHMENT,BUFF,CONDITIONS,COMMUNICATION,CONCEALMENT,DEBUFF,DEFENSIVE,DIVINATION,HEAL,ILLUSION,ILLUMINATION,MINIONS,MOBILITY,6TH SENSE,OFFENSIVE,OTHER,PLANAR,REALITY WARP,REVIVE/RESTORE,SCALES,TELEPORTATION,WARDING,SAVING THROWS,CHARISMA,CONSTITUTION,DEXTERITY,STRENGTH,WISDOM,CLASS,ARTIFICER,BARD,CLERIC,DRUID,PALADIN,RANGER,SORCERER,WARLOCK,WIZARD
COMPELLED DUEL,SPELL BASICS,1,ENCHANTMENT,0,,V.@,30 FEET,1 BONUS ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU ATTEMPT TO COMPEL A CREATURE INTO A DUEL. ONE CREATURE THAT YOU CAN SEE WITHIN RANGE MUST MAKE A WISDOM SAVING THROW. ON A FAILED SAVE, THE CREATURE IS DRAWN TO YOU, COMPELLED BY YOUR DIVINE DEMAND. FOR THE DURATION, IT HAS DISADVANTAGE ON ATTACK ROLLS AGAINST CREATURES OTHER THAN YOU, AND MUST MAKE A WISDOM SAVING THROW EACH TIME IT ATTEMPTS TO MOVE TO A SPACE THAT IS MORE THAN 30 FEET AWAY FROM YOU; IF IT SUCCEEDS ON THIS SAVING THROW, THIS SPELL DOESN’T RESTRICT THE TARGET’S MOVEMENT FOR THAT TURN.&THE SPELL ENDS IF YOU ATTACK ANY OTHER CREATURE, IF YOU CAST A SPELL THAT TARGETS A HOSTILE CREATURE OTHER THAN THE TARGET, IF A CREATURE FRIENDLY TO YOU DAMAGES THE TARGET OR CASTS A HARMFUL SPELL ON IT, OR IF YOU END YOUR TURN MORE THAN 30 FEET AWAY FROM THE TARGET.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,1,0,,1,1,0,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,1,0,0,0,0
COMPREHEND LANGUAGES,SPELL BASICS,1,DIVINATION,1,,V.S.M. (A PINCH OF ROOT AND SALT)@,SELF,1 ACTION,1 HOUR@,"FOR THE DURATION, YOU UNDERSTAND THE LITERAL MEANING OF ANY SPOKEN LANGUAGE THAT YOU HEAR. YOU ALSO UNDERSTAND ANY WRITTEN LANGUAGE THAT YOU SEE, BUT YOU MUST BE TOUCHING THE SURFACE OF WHICH THE WORDS ARE WRITTEN. IT TAKES ABOUT 1 MINUTE@ TO READ ONE PAGE OF TEXT.&THIS SPELL DOESN’T DECODE SECRET MESSAGES IN A TEXT OR GLYPH, SUCH AS AN ARCANE SIGIL, THAT ISN’T PART OF A WRITTEN LANGUAGE.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,1,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,1,0,0,0,0,1,1,1
COMPULSION,SPELL BASICS,4,ENCHANTMENT,V.S.,,V.S.@,30 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","CREATURES OF YOUR CHOICE THAT YOU CAN SEE WITHIN RANGE AND THAT CAN HEAR YOU MUST MAKE A WISDOM SAVING THROW. A TARGET AUTOMATICALLY SUCCEEDS ON THIS SAVING THROW IF IT CAN’T BE CHARMED. ON A FAILED SAVE, A TARGET IS AFFECTED BY THIS SPELL. UNTIL THE SPELL ENDS, YOU CAN USE A BONUS ACTION ON EACH OF YOUR TURNS TO DESIGNATE A DIRECTION THAT IS HORIZONTAL TO YOU. EACH AFFECTED TARGET MUST USE AS MUCH OF ITS MOVEMENT AS POSSIBLE TO MOVE IN THAT DIRECTION ON ITS NEXT TURN. IT CAN TAKE ANY ACTION BEFORE IT MOVES. AFTER MOVING IN THIS WAY, IT CAN MAKE ANOTHER WISDOM SAVE TO TRY TO END THE EFFECT.&A TARGET ISN’T COMPELLED TO MOVE INTO AN OBVIOUSLY DEADLY HAZARD, SUCH AS A FIRE OR A PIT, BUT IT WILL PROVOKE OPPORTUNITY ATTACKS TO MOVE IN THE DESIGNATED DIRECTION.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,,0,1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,1,0,0,0,0,0,0,0
CONE OF COLD,SPELL BASICS,5,EVOCATION,0,,V.S.M. (A SMALL CRYSTAL OR A GLASS CONE)@,SELF (60 FOOT CONE),1 ACTION,INSTANTANEOUS@,"A BLAST OF COLD AIR ERUPTS FROM YOUR HANDS. EACH CREATURE IN A 60-FOOT CONE MUST MAKE A CONSTITUTION SAVING THROW. A CREATURE TAKES 8D8 COLD DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE.&A CREATURE KILLED BY THIS SPELL BECOMES A FROZEN STATUE UNTIL IT THAWS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 6TH LEVEL OR HIGHER, THE DAMAGE INCREASES BY 1D8 FOR EACH SLOT LEVEL ABOVE 5TH.",DAMAGE INFO,,,,0,1,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,,0,0,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,1,0,1
CONFUSION,SPELL BASICS,4,ENCHANTMENT,0,,V.S.M.(THREE NUT SHELLS)@,90 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","THIS SPELL ASSAULTS AND TWISTS CREATURES’ MINDS, SPAWNING DELUSIONS AND PROVOKING UNCONTROLLED ACTION. EACH CREATURE IN A 10-FOOT RADIUS SPHERE CENTERED ON A POINT YOU CHOOSE WITHIN RANGE MUST SUCCEED ON A WISDOM SAVING THROW WHEN YOU CAST THIS SPELL OR BY AFFECTED BY IT.&AN AFFECTED TARGET CAN’T TAKE REACTIONS AND MUST ROLL A D10 AT THE START OF EACH OF ITS TURNS TO DETERMINE ITS BEHAVIOUR FOR THAT TURN.&&$*1: THE CREATURE USES UP ALL ITS MOVEMENT TO MOVE IN A RANDOM DIRECTION. TO DETERMINE THE DIRECTION, ROLL A D8 AND ASSIGN A DIRECTION TO EACH DIE FACE. THE CREATURE DOESN’T TAKE AN ACTION THIS TURN. &$*2-6: THE CREATURE DOESN’T MOVE OR TAKE ACTIONS THIS TURN. &$*7-8: THE CREATURE USES ITS ACTION TO MAKE A MELEE ATTACK AGAINST A RANDOMLY DETERMINED CREATURE WITHIN ITS REACH. IF THERE IS NO CREATURE WITHIN ITS REACH, THE CREATURE DOES NOTHING THIS TURN. &$*9-10: THE CREATURE CAN ACT AND MOVE NORMALLY. &&AT THE END OF EACH OF ITS TURNS, AN AFFECTED TARGET CAN MAKE A WISDOM SAVING THROW. IF IT SUCCEEDS, THIS EFFECT ENDS FOR THAT TARGET&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 5TH LEVEL OR HIGHER, THE RADIUS OF THE SPHERE INCREASES BY 5 FEET FOR EACH SPELL SLOT ABOVE 4TH.",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,1,,0,1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,1,0,1,0,0,1,0,1
CONJURE ANIMALS,SPELL BASICS,3,CONJURATION,0,,V.S.@,60 FEET,1 ACTION,1 HOUR@ (CONCENTRATION),,DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,1,0,0,0
CONJURE BARRAGE,SPELL BASICS,3,CONJURATION,0,,V.S.M.(ONE PIECE OF AMMUNITION OR A THROWN WEAPON)@,SELF (60 FOOT CONE),1 ACTION,INSTANTANEOUS@,"YOU THROW A NONMAGICAL WEAPON OR FIRE A PIECE OF NONMAGICAL AMMUNITION INTO THE AIR TO CREATE A CONE OF IDENTICAL WEAPONS THAT SHOOT FORWARD AND THEN DISAPPEAR. EACH CREATURE IN A 60-FOOT CONE MUST SUCCEED ON A DEXTERITY SAVING THROW. A CREATURE TAKES 3D8 DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE. THE DAMAGE TYPE IS THE SAME AS THAT OF THE WEAPON OR AMMUNITION USED AS A COMPONENT.@",DAMAGE INFO,,,,0,0,1,0,0,0,0,1,0,0,1,0,SPELL CATEGORY,1,,0,0,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,1,0,0,0
CONJURE CELESTIAL,SPELL BASICS,7,CONJURATION,0,,V.S.@,90 FEET,1 HOUR@ (CONCENTRATION),1 HOUR@ (CONCENTRATION),"YOU SUMMON A CELESTIAL OF CHALLENGE RATING 4 OR LOWER, WHICH APPEARS IN AN UNOCCUPIED SPACE THAT YOU CAN SEE WITHIN RANGE. THE CELESTIAL DISAPPEARS WHEN IT DROPS TO 0 HIT POINTS OR WHEN THE SPELL ENDS.&THE CELESTIAL IS FRIENDLY TO YOU AND YOUR COMPANIONS FOR THE DURATION. ROLL INITIATIVE FOR THE CELESTIAL, WHICH HAS ITS OWN TURNS. IT OBEYS ANY VERBAL COMMANDS THAT YOU ISSUE TO IT (NO ACTION REQUIRED BY YOU), AS LONG AS THEY DON’T VIOLATE ITS ALIGNMENT. IF YOU DON’T ISSUE ANY COMMANDS TO THE CELESTIAL, IT DEFENDS ITSELF FROM HOSTILE CREATURES BUT OTHERWISE TAKES NO ACTIONS.&THE DM HAS THE CELESTIAL’S STATISTICS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A 9TH-LEVEL SPELL SLOT, YOU SUMMON A CELESTIAL OF CHALLENGE RATING 5 OR LOWER.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,1,0,0,0,0,0,0
CONJURE ELEMENTAL,SPELL BASICS,5,CONJURATION,0,,"V.S.M.(BURNING INCENSE FOR AIR, SOFT CLAY FOR EARTH, SULEFER AND POHOSPHEOUS FOR FIRE, WATER & SAND FOR WATER)@",1 MINUTE@,1 HOUR@ (CONCENTRATION),1 HOUR@ (CONCENTRATION),"YOU CALL FORTH AN ELEMENTAL SERVANT. CHOOSE AN AREA OF AIR, EARTH, FIRE, OR WATER THAT FILLS A 10-FOOT CUBE WITHIN RANGE. AN ELEMENTAL OF CHALLENGE RATING 5 OR LOWER APPROPRIATE TO THE AREA YOU CHOSE APPEARS IN AN UNOCCUPIED SPACE WITHIN 10 FEET OF IT. FOR EXAMPLE, A FIRE ELEMENTAL EMERGES FROM A BONFIRE, AND AN EARTH ELEMENTAL RISES UP FROM THE GROUND. THE ELEMENTAL DISAPPEARS WHEN IT DROPS TO 0 HIT POINTS OR WHEN THE SPELL ENDS.&THE ELEMENTAL IS FRIENDLY TO YOU AND YOUR COMPANIONS FOR THE DURATION. ROLL INITIATIVE FOR THE ELEMENTAL, WHICH HAS ITS OWN TURNS. IT OBEYS ANY VERBAL COMMANDS THAT YOU ISSUE TO IT (NO ACTION REQUIRED BY YOU). IF YOU DON’T ISSUE ANY COMMANDS TO THE ELEMENTAL, IT DEFENDS ITSELF FROM HOSTILE CREATURES BUT OTHERWISE TAKES NO ACTIONS.&IF YOUR CONCENTRATION IS BROKEN, THE ELEMENTAL DOESN’T DISAPPEAR. INSTEAD, YOU LOSE CONTROL OF THE ELEMENTAL, IT BECOMES HOSTILE TOWARD YOU AND YOUR COMPANIONS, AND IT MIGHT ATTACK. AN UNCONTROLLED ELEMENTAL CAN’T BE DISMISSED BY YOU, AND IT DISAPPEARS 1 HOUR@ AFTER YOU SUMMONED IT. &THE DM HAS THE ELEMENTAL’S STATISTICS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 6TH LEVEL OR HIGHER, THE CHALLENGE RATING INCREASES BY 1 FOR EACH SLOT LEVEL ABOVE 5TH.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,0,0,1
CONJURE FEY,SPELL BASICS,6,CONJURATION,0,,V.S.@,90 FEET,1 MINUTE@,1 HOUR@ (CONCENTRATION),"YOU SUMMON A FEY CREATURE OF CHALLENGE RATING 6 OR LOWER, OR A FEY SPIRIT THAT TAKES THE FORM OF A BEAST OF CHALLENGE RATING 6 OR LOWER. IT APPEARS IN AN UNOCCUPIED SPACE THAT YOU CAN SEE WITHIN RANGE. THE FEY CREATURE DISAPPEARS WHEN IT DROPS TO 0 HIT POINTS OR WHEN THE SPELL ENDS.&THE FEY CREATURE IS FRIENDLY TO YOU AND YOUR COMPANIONS FOR THE DURATION. ROLL INITIATIVE FOR THE CREATURE, WHICH HAS ITS OWN TURNS. IT OBEYS ANY VERBAL COMMANDS THAT YOU ISSUE TO IT (NO ACTION REQUIRED BY YOU), AS LONG AS THEY DON’T VIOLATE ITS ALIGNMENT. IF YOU DON’T ISSUE ANY COMMANDS TO THE FEY CREATURE, IT DEFENDS ITSELF FROM HOSTILE CREATURES BUT OTHERWISE TAKES NO ACTIONS.&IF YOUR CONCENTRATION IS BROKEN, THE FEY CREATURE DOESN’T DISAPPEAR. INSTEAD, YOU LOSE CONTROL OF THE FEY CREATURE, IT BECOM ES HOSTILE TOWARD YOU AND YOUR COMPANIONS, AND IT MIGHT ATTACK. AN UNCONTROLLED FEY CREATURE CAN’T BE DISMISSED BY YOU, AND IT DISAPPEARS 1 HOUR@ AFTER YOU SUMMONED IT.&THE DM HAS THE FEY CREATURE’S STATISTICS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 7TH LEVEL OR HIGHER, THE CHALLENGE RATING INCREASES BY 1 FOR EACH SLOT LEVEL ABOVE 6TH.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,0,1,0
*CONJURE KNOWBOT,SPELL BASICS,4,CONJURATION,0,,V.S.@,TOUCH,1 ACTION,10 MINUTES,"YOU TOUCH A SINGLE COMPUTERIZED DEVICE OR COMPUTER SYSTEM TO CONJUR A KNOWBOT - A PARTIALLY SENTIENT PIECE OF SOFTWARE IMPRINTED WITH VESTIGES OF YOUR OWN SKILLS AND COMPUTER ABILITIES. FOR THE DURATION OF THE SPELL, YOU CAN USE A BONUS ACTION TO HAVE THE KNOWBOT EXECUTE A COMPUTER-RELATED TASK THAT WOULD NORMALLY REQUIRE AN ACTION. THE KNOWBOT MAKES INTELLIGENCE ABILITY CHECKS USING YOUR ABILITY SCORE AND PROFICIENCY BONUS (INCLUDING YOUR PROFICIENCY WITH HACKING TOOLS, IF APPLICABLE).&YOU HAVE A LIMITED TELEPATHIC BOND WITH THE KNOWBOT, OUT TO A RANGE OF 500 FEET FROM THE DEVICE OR SYSTEM WHERE THE KNOWBOT WAS CONJURED. IF YOU MOVE BEYOND THIS RANGE, THE KNOWBOT DISAPPEARS IN 2D4 ROUNDS, AS IF THE DURATION OF THE SPELL HAD EXPIRED. MOVING WITHIN RANGE AGAIN IMMEDIATELY RE-ESTABLISHES THE BOND.&THE KNOWBOT IS BOUND TO THE SYSTEM IN WHICH IT WAS CREATED, AND IT STAYS THERE UNTIL IT IS DISMISSED OR THE SPELLS DURATION EXPIRES.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 5TH LEVEL OR HIGHER, THE SPELLS DURATION INCREASES TO 1 HOUR@. ADDITIONALLY, YOUR TELEPATHIC BOND WITH THE KNOWBOT IS EFFECTIVE OUT TO A RANGE OF 1000 FEET AND IF YOU LEAVE THE RANGE OF THE BOND, THE KNOWBOT CONTINUES PERFORMING ITS LAST DIRECTED TASK UNTIL THE SPELL EXPIRES.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,1,1,1
CONJURE MINOR ELEMENTALS,SPELL BASICS,4,CONJURATION,0,,V.S.@,90 FEET,1 MINUTE@,1 HOUR@ (CONCENTRATION),"YOU SUMMON ELEMENTALS THAT APPEAR IN UNOCCUPIED SPACES THAT YOU CAN SEE WITHIN RANGE. YOU CHOOSE ONE OF THE FOLLOWING OPTIONS FOR WHAT APPEARS:&$*ONE ELEMENTAL OF CHALLENGE RATING 2 OR LOWER&$*TWO ELEMENTALS OF CHALLENGE RATING 1 OR LOWER&$*FOUR ELEMENTALS OF CHALLENGE RATING 1/2 OR LOWER&$*EIGHT ELEMENTALS OF CHALLENGE RATING 1/4 OR LOWER.&$*AN ELEMENTAL SUMMONED BY THIS SPELL DISAPPEARS WHEN IT DROPS TO 0 HIT POINTS OR WHEN THE SPELL ENDS. &$*THE SUMMONED CREATURES ARE FRIENDLY TO YOU AND YOUR COMPANIONS. ROLL INITIATIVE FOR THE SUMMONED CREATURES AS A GROUP, WHICH HAS ITS OWN TURNS. THEY OBEY ANY VERBAL COMMANDS THAT YOU ISSUE TO THEM (NO ACTION REQUIRED BY YOU). IF YOU DON’T ISSUE ANY COMMANDS TO THEM, THEY DEFEND THEMSELVES FROM HOSTILE CREATURES, BUT OTHERWISE TAKE NO ACTIONS&THE DM HAS THE CREATURES’ STATISTICS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING CERTAIN HIGHER-LEVEL SLOTS, YOU CHOOSE ONE OF THE SUMMONING OPTIONS ABOVE, AND MORE CREATURES APPEAR: TWICE AS MANY WITH A 6TH-LEVEL SLOT AND THREE TIMES AS MANY WITH AN 8TH-LEVEL SLOT.",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,0,0,1
CONJURE VOLLEY,SPELL BASICS,4,CONJURATION,0,,V.S.M. (ONE PIECE OF AMMUNITION OR ONE THROWING WEAPON)@,150 FEET,1 ACTION,INSTANTANEOUS@,"YOU FIRE A PIECE OF NONMAGICAL AMMUNITION FROM A RANGED WEAPON OR THROW A NONMAGICAL WEAPON INTO THE AIR AND CHOOSE A POINT WITHIN RANGE. HUNDREDS OF DUPLICATES OF THE AMMUNITION OR WEAPON FALL IN A VOLLEY FROM ABOVE AND THEN DISAPPEAR. EACH CREATURE IN A 40-FOOT-RADIUS, 20-FOOT-HIGH CYLINDER CENTERED ON THAT POINT MUST MAKE A DEXTERITY SAVING THROW. A CREATURE TAKES 8D8 DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE. THE DAMAGE TYPE IS THE SAME AS THAT OF THE AMMUNITION OR WEAPON.@",DAMAGE INFO,,,,0,0,1,0,0,0,0,1,0,0,1,0,SPELL CATEGORY,1,,0,0,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,1,0,0,0
CONJURE WOODLAND BEINGS,SPELL BASICS,4,CONJURATION,0,,V.S.M. (ONE HOLLY BERRY PER CREATURE SUMMONED)@,60 FEET,1 ACTION,1 HOUR@ (CONCENTRATION),"YOU SUMMON FEY CREATURES THAT APPEAR IN UNOCCUPIED SPACES THAT YOU CAN SEE WITHIN RANGE. CHOOSE ONE OF THE FOLLOWING OPTIONS FOR WHAT APPEARS:&$*ONE FEY CREATURE OF CHALLENGE RATING 2 OR LOWER&$*TWO FEY CREATURES OF CHALLENGE RATING 1 OR LOWER&$*FOUR FEY CREATURES OF CHALLENGE RATING 1/2 OR LOWER&$*EIGHT FEY CREATURES OF CHALLENGE RATING 1/4 OR LOWER&A SUMMONED CREATURE DISAPPEARS WHEN IT DROPS TO 0 HIT POINTS OR WHEN THE SPELL ENDS.&THE SUMMONED CREATURES ARE FRIENDLY TO YOU AND YOUR COMPANIONS. ROLL INITIATIVE FOR THE SUMMONED CREATURES AS A GROUP, WHICH HAVE THEIR OWN TURNS. THEY OBEY ANY VERBAL COMMANDS THAT YOU ISSUE TO THEM (NO ACTION REQUIRED BY YOU). IF YOU DON’T ISSUE ANY COMMANDS TO THEM, THEY DEFEND THEMSELVES FROM HOSTILE CREATURES, BUT OTHERWISE TAKE NO ACTIONS.&THE DM HAS THE CREATURES’ STATISTICS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING CERTAIN HIGHER-LEVEL SPELL SLOTS, YOU CHOOSE ONE OF THE SUMMONING OPTIONS ABOVE, AND MORE CREATURES APPEAR: TWICE AS MANY WITH A 6TH-LEVEL SLOT AND THREE TIMES AS MANY WITH AN 8TH-LEVEL SLOT.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,1,0,0,0
CONTACT OTHER PLANE,SPELL BASICS,5,DIVINATION,1,,V.@,SELF,1 MINUTE@,1 MINUTE@,"YOU MENTALLY CONTACT A DEMIGOD, THE SPIRIT OF A LONG-DEAD SAGE, OR SOME OTHER MYSTERIOUS ENTITY FROM ANOTHER PLANE. CONTACTING THIS EXTRAPLANAR INTELLIGENCE CAN STRAIN OR EVEN BREAK YOUR MIND. WHEN YOU CAST THIS SPELL, MAKE A DC 15 INTELLIGENCE SAVING THROW. ON A FAILURE, YOU TAKE 6D6 PSYCHIC DAMAGE AND ARE INSANE UNTIL YOU FINISH A LONG REST. WHILE INSANE, YOU CAN’T TAKE ACTIONS, CAN’T UNDERSTAND WHAT OTHER CREATURES SAY, CAN’T READ, AND SPEAK ONLY IN GIBBERISH. A GREATER RESTORATION SPELL CAST ON YOU ENDS THIS EFFECT.&ON A SUCCESSFUL SAVE, YOU CAN ASK THE ENTITY UP TO FIVE QUESTIONS. YOU MUST ASK YOUR QUESTIONS BEFORE THE SPELL ENDS. THE DM ANSWERS EACH QUESTION WITH ONE WORD, SUCH AS “YES,” “NO,” “MAYBE,” “NEVER,” “IRRELEVANT,” OR “UNCLEAR” (IF THE ENTITY DOESN’T KNOW THE ANSWER TO THE QUESTION). IF A ONE-WORD ANSWER WOULD BE MISLEADING, THE DM MIGHT INSTEAD OFFER A SHORT PHRASE AS AN ANSWER.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,0,0,,0,0,1,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,0,1,1
CONTAGION,SPELL BASICS,5,NECROMANCY,0,,V.S.@,TOUCH,1 ACTION,7 DAYS,"YOUR TOUCH INFLICTS DISEASE. MAKE A MELEE SPELL ATTACK AGAINST A CREATURE WITHIN YOUR REACH. ON A HIT, YOU AFFLICT THE CREATURE WITH A DISEASE OF YOUR CHOICE FROM ANY OF THE ONES DESCRIBED BELOW. AT THE END OF EACH OF THE TARGET’S TURNS, IT MUST MAKE A CONSTITUTION SAVING THROW. AFTER FAILING THREE OF THESE SAVING THROWS, THE DISEASE’S EFFECTS LAST FOR THE DURATION, AND THE CREATURE STOPS MAKING THESE SAVES. AFTER SUCCEEDING ON THREE OF THESE SAVING THROWS, THE CREATURE RECOVERS FROM THE DISEASE, AND THE SPELL ENDS. SINCE THIS SPELL INDUCES A NATURAL DISEASE IN ITS TARGET, ANY EFFECT THAT REMOVES A DISEASE OR OTHERWISE AMELIORATES A DISEASE’S EFFECTS APPLY TO IT.&$*BLINDING SICKNESS. PAIN GRIPS THE CREATURE’S MIND, AND ITS EYES TURN MILKY WHITE. THE CREATURE HAS DISADVANTAGE ON WISDOM CHECKS AND WISDOM SAVING THROWS AND IS BLINDED.&$*FILTH FEVER. A RAGING FEVER SWEEPS THROUGH THE CREATURE’S BODY. THE CREATURE HAS DISADVANTAGE ON STRENGTH CHECKS, STRENGTH SAVING THROWS, AND ATTACK ROLLS THAT USE STRENGTH.&$*FLESH ROT. THE CREATURE’S FLESH DECAYS. THE CREATURE HAS DISADVANTAGE ON CHARISMA CHECKS AND VULNERABILITY TO ALL DAMAGE. .&$*MINDFIRE. THE CREATURE’S MIND BECOMES FEVERISH. THE CREATURE HAS DISADVANTAGE ON INTELLIGENCE CHECKS AND INTELLIGENCE SAVING THROWS, AND THE CREATURE BEHAVES AS IF UNDER THE EFFECTS OF THE CONFUSION SPELL DURING COMBAT. .&$*SEIZURE. THE CREATURE IS OVERCOME WITH SHAKING. THE CREATURE HAS DISADVANTAGE ON DEXTERITY CHECKS, DEXTERITY SAVING THROWS, AND ATTACK ROLLS THAT USE DEXTERITY.SLIMY DOOM. .&$*THE CREATURE BEGINS TO BLEED UNCONTROLLABLY. THE CREATURE HAS DISADVANTAGE ON CONSTITUTION CHECKS AND CONSTITUTION SAVING THROWS. IN ADDITION, WHENEVER THE CREATURE TAKES DAMAGE, IT IS STUNNED UNTIL THE END OF ITS NEXT TURN.@",DAMAGE INFO,,,,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,1,0,,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,1,1,0,0,0,0,0
